라다, 44, 156
아파, 77, 155
가다, 63, 169
하자, 71, 172
마카, 95, 158
사사, 65, 144
다다, 69, 183
가카, 52, 176
차마, 46, 167
타하, 51, 155
자차, 48, 152
아다, 85, 196
마가, 95, 176
나차, 46, 199
차바, 72, 178
파마, 91, 156
마마, 68, 150
바카, 51, 157
바타, 73, 168
아다, 78, 155
타사, 57, 188
파마, 75, 180
파아, 66, 182
타차, 97, 156
아라, 66, 177
차차, 69, 160
나가, 79, 195
파다, 67, 178
하사, 48, 189
가파, 73, 174
자카, 59, 161
파가, 88, 172
아자, 63, 190
아아, 56, 168
나나, 54, 168
사차, 68, 161
다사, 84, 198
타자, 59, 151
마마, 47, 140
아파, 89, 190
카다, 48, 155
사타, 64, 168
사차, 79, 154
카차, 42, 146
자카, 55, 183
다나, 56, 171
차파, 51, 145
타사, 73, 168
타하, 90, 157
차나, 51, 150
나하, 88, 153
자자, 83, 162
마하, 92, 194
카라, 67, 198
바카, 76, 195
차차, 99, 179
다타, 44, 159
다차, 52, 196
카마, 65, 198
타자, 57, 180
다파, 63, 144
바자, 96, 186
하마, 79, 199
아파, 52, 174
아마, 51, 190
카아, 57, 154
타자, 82, 142
차차, 92, 170
차가, 97, 156
다파, 50, 169
다바, 55, 180
자바, 67, 183
다카, 95, 152
바라, 85, 145
바아, 84, 196
타자, 52, 198
하파, 69, 168
카다, 94, 199
자카, 49, 182
아차, 75, 140
차자, 58, 195
타자, 41, 180
자자, 82, 165
카라, 76, 197
타사, 64, 191
타바, 45, 150
가하, 98, 166
자카, 42, 161
파사, 91, 180
하타, 97, 189
파나, 57, 142
아자, 53, 172
사차, 64, 181
마나, 94, 184
파차, 88, 161
아라, 82, 147
타카, 58, 189
라카, 84, 199
라하, 63, 187
타바, 84, 157
하라, 99, 169
아마, 95, 188
가하, 97, 162
아나, 73, 175
차차, 99, 143
파아, 66, 155
라가, 92, 141
차가, 84, 167
파나, 40, 175
라바, 61, 153
바마, 41, 165
나자, 59, 164
아파, 62, 163
파차, 44, 183
나다, 90, 185
라가, 81, 156
차자, 83, 157
카마, 67, 197
마사, 67, 176
마라, 98, 174
가바, 81, 153
나가, 43, 177
라하, 55, 141
라사, 41, 182
사바, 93, 197
마마, 70, 193
아나, 68, 170
사다, 69, 189
타바, 88, 196
아바, 40, 176
다가, 51, 156
다하, 75, 180
라마, 79, 169
하라, 71, 183
가아, 40, 161
라라, 72, 194
타타, 61, 189
바나, 78, 162
마아, 91, 161
하마, 61, 185
하아, 81, 176
가라, 71, 145
가차, 65, 171
카라, 40, 197
파차, 59, 196
바자, 65, 186
마하, 97, 191
가마, 96, 161
하타, 79, 143
카타, 97, 166
파차, 74, 176
마파, 42, 150
차마, 45, 144
다카, 69, 166
바가, 51, 191
바가, 69, 185
하하, 92, 175
마바, 81, 145
다파, 59, 171
마라, 62, 169
타카, 95, 184
사아, 91, 199
차다, 94, 193
마사, 95, 153
가나, 64, 171
바라, 67, 179
라마, 52, 144
자타, 67, 168
나카, 67, 162
마다, 75, 156
바자, 64, 154
차나, 66, 175
라타, 65, 142
타아, 65, 152
아다, 56, 143
타마, 70, 147
자파, 41, 140
파라, 89, 191
나다, 45, 145
자사, 88, 155
차아, 67, 142
바다, 41, 187
파하, 92, 156
바다, 96, 170
다사, 95, 157
자카, 97, 179
하사, 96, 182
타차, 43, 171
다라, 64, 180
마차, 45, 145
타자, 98, 170
라하, 95, 159
자타, 81, 144
하라, 47, 159
파마, 85, 147
라가, 86, 189
하파, 56, 145
가마, 62, 163
카다, 44, 174
차아, 53, 147
마다, 61, 189
하타, 87, 146
바사, 56, 181
다타, 52, 191
자자, 44, 169
다자, 85, 176
사타, 92, 140
아파, 84, 143
가카, 51, 175
차자, 65, 158
아파, 63, 193
타타, 54, 169
바카, 67, 168
바가, 64, 166
아다, 86, 166
아라, 84, 189
바카, 48, 150
자파, 89, 155
아파, 44, 177
가가, 61, 157
다자, 42, 189
타차, 85, 175
파타, 69, 198
다타, 68, 180
마다, 59, 182
가라, 43, 184
사하, 59, 176
사바, 87, 169
나하, 85, 187
파나, 69, 176
타라, 56, 186
차사, 41, 151
다파, 98, 165
차다, 52, 167
바가, 72, 182
파바, 78, 169
다하, 47, 186
다타, 63, 193
마사, 88, 198
가바, 48, 149
가라, 81, 159
나파, 52, 161
바가, 67, 171
마바, 78, 191
차자, 59, 181
아나, 57, 187
타파, 94, 160
아타, 71, 187
타자, 99, 185
자파, 53, 193
타아, 42, 183
나타, 68, 140
자자, 91, 164
카파, 78, 175
라라, 54, 153
차하, 83, 153
아마, 45, 155
사가, 87, 157
파카, 54, 155
마아, 48, 173
차마, 89, 164
바자, 90, 158
파차, 41, 154
나차, 50, 147
마타, 79, 150
아마, 81, 146
타아, 80, 175
하차, 44, 162
아바, 85, 144
자아, 55, 165
타차, 78, 199
바아, 76, 166
자자, 79, 184
자카, 51, 169
가파, 93, 163
바카, 74, 144
다아, 59, 141
자아, 81, 151
파마, 69, 189
가차, 72, 146
파카, 63, 155
타파, 79, 149
바나, 96, 162
파타, 51, 149
타파, 77, 160
라파, 51, 157
타차, 65, 197
차바, 64, 144
자사, 47, 160
카타, 51, 146
하아, 82, 156
차아, 91, 195
나다, 87, 182
카마, 50, 171
아타, 79, 171
자카, 56, 176
타하, 51, 155
다사, 41, 193
카차, 43, 145
아타, 68, 163
사라, 56, 173
마마, 68, 176
차다, 77, 145
아나, 66, 142
다마, 58, 158
차다, 91, 173
사차, 61, 174
파다, 87, 184
하다, 60, 173
라타, 90, 156
마라, 96, 197
다바, 69, 162
차카, 69, 171
다타, 74, 188
라자, 49, 153
타다, 74, 175
아바, 40, 142
라마, 63, 176
자타, 87, 164
사타, 46, 146
다카, 89, 172
자타, 70, 141
라나, 41, 162
다타, 97, 161
아다, 84, 143
하바, 65, 188
하아, 40, 179
마아, 88, 196
라마, 47, 152
카파, 63, 144
카마, 88, 184
가자, 54, 154
파카, 83, 161
바파, 62, 160
하나, 46, 187
라가, 78, 190
파차, 62, 194
자다, 69, 193
카바, 69, 186
사카, 64, 182
카자, 58, 190
자사, 81, 198
사나, 78, 148
차마, 88, 152
타가, 59, 173
아차, 83, 187
타아, 81, 147
가사, 77, 184
차마, 69, 188
가아, 84, 148
카아, 45, 173
타바, 96, 158
사타, 72, 169
파다, 41, 156
하차, 71, 153
타아, 85, 185
가가, 57, 151
라카, 41, 180
나자, 83, 176
나카, 64, 160
다카, 89, 155
아하, 98, 177
파다, 65, 165
아차, 74, 184
마카, 79, 159
자라, 97, 199
차사, 86, 141
차가, 99, 198
아마, 72, 170
라마, 76, 142
자다, 89, 168
하사, 44, 166
마마, 75, 159
라차, 75, 180
자사, 76, 157
하타, 67, 195
마다, 51, 147
파타, 60, 180
타가, 66, 150
카아, 48, 190
가가, 95, 191
사라, 65, 165
아자, 90, 153
아카, 67, 176
마나, 41, 199
사다, 92, 197
다바, 88, 191
차아, 50, 169
마나, 42, 170
아마, 44, 196
마다, 41, 188
하파, 54, 162
차파, 55, 160
가파, 65, 167
마나, 85, 185
사가, 70, 143
라자, 89, 141
파카, 82, 159
자자, 78, 185
타가, 60, 148
라타, 67, 168
자라, 85, 154
자바, 95, 156
바마, 85, 146
가나, 61, 146
나하, 55, 160
다사, 92, 152
사차, 43, 156
아마, 62, 158
가차, 64, 193
사차, 72, 140
하파, 43, 194
타자, 91, 171
라파, 84, 193
자아, 73, 192
가가, 90, 156
사다, 87, 164
다아, 91, 167
마다, 43, 148
나자, 77, 171
파라, 65, 173
사가, 92, 183
자사, 97, 158
다차, 77, 193
다사, 65, 161
카바, 63, 194
다타, 46, 196
아하, 79, 176
차카, 72, 192
타다, 79, 141
파다, 49, 197
하라, 98, 199
다파, 90, 142
나차, 64, 148
사파, 94, 145
파라, 79, 157
카사, 46, 159
파파, 61, 146
카차, 74, 176
자아, 62, 149
바타, 59, 143
나다, 67, 181
하자, 67, 188
마바, 40, 144
카가, 64, 196
마카, 80, 149
가마, 56, 195
아다, 77, 183
마마, 93, 184
마마, 56, 163
자마, 87, 160
하다, 90, 160
다파, 95, 176
마자, 71, 172
나아, 61, 172
마사, 62, 144
차아, 99, 159
바자, 55, 163
자아, 65, 141
타자, 45, 149
가카, 79, 170
사카, 71, 156
다가, 43, 195
아마, 68, 140
카나, 92, 142
아카, 41, 190
다나, 89, 171
바사, 42, 154
카자, 59, 169
아아, 43, 184
가라, 71, 147
카다, 59, 186
가라, 54, 195
자자, 41, 143
사다, 58, 181
카라, 50, 184
카하, 70, 154
아자, 97, 151
다나, 98, 148
마나, 78, 180
나바, 88, 170
바라, 72, 184
아타, 97, 169
다하, 61, 195
아카, 80, 173
나하, 51, 186
바가, 68, 168
사차, 60, 161
타사, 89, 167
하마, 92, 171
사나, 40, 197
하다, 46, 160
파차, 72, 179
사바, 51, 186
가사, 49, 186
다가, 41, 193
마사, 92, 189
사자, 79, 182
사가, 79, 174
마가, 95, 146
다사, 64, 158
다아, 58, 149
카나, 60, 173
다라, 42, 142
마카, 90, 198
마바, 63, 187
가아, 46, 171
바라, 55, 169
바다, 63, 178
사카, 58, 168
타가, 94, 187
라마, 74, 142
타차, 59, 165
아아, 42, 168
바카, 64, 193
자차, 66, 152
차하, 97, 174
다카, 96, 165
하차, 99, 149
바바, 41, 163
차아, 86, 167
바하, 77, 176
마바, 61, 152
마자, 65, 199
타타, 40, 178
하자, 84, 146
마바, 65, 191
차바, 78, 173
파타, 53, 172
사파, 89, 140
바바, 48, 166
아다, 46, 175
가파, 86, 185
아카, 94, 161
마마, 54, 153
마가, 54, 191
하바, 63, 190
타차, 40, 178
가가, 70, 184
사가, 95, 163
마라, 95, 187
사차, 98, 159
다라, 78, 156
타나, 96, 193
카파, 41, 161
하하, 93, 161
카다, 95, 195
라파, 51, 179
나라, 49, 179
라차, 42, 142
타나, 88, 191
카바, 51, 193
바하, 70, 177
가카, 67, 157
카마, 61, 174
바카, 45, 190
하자, 82, 155
가마, 82, 164
나라, 56, 159
차파, 46, 177
나카, 94, 183
바라, 89, 162
자바, 97, 191
하타, 91, 196
아가, 55, 180
사바, 43, 186
사타, 97, 166
라카, 96, 188
차마, 94, 142
카가, 56, 155
아차, 86, 188
하파, 70, 198
파카, 82, 169
하가, 82, 159
카다, 47, 198
파카, 92, 152
하라, 44, 164
라마, 56, 173
사아, 76, 161
나파, 45, 180
하아, 74, 151
자나, 66, 171
바차, 65, 168
사파, 94, 196
나라, 62, 187
마차, 46, 143
자아, 71, 174
라하, 91, 192
타카, 96, 173
카다, 65, 181
마타, 85, 149
다차, 71, 187
가파, 55, 195
카바, 45, 192
타사, 96, 198
타바, 83, 167
라카, 80, 177
자라, 75, 188
가파, 93, 153
카가, 82, 147
카아, 51, 146
자사, 62, 164
가하, 87, 177
타사, 98, 176
마차, 46, 190
다가, 57, 149
마타, 89, 187
하나, 48, 151
바아, 90, 195
마아, 91, 176
사자, 66, 172
바아, 95, 185
파가, 50, 189
파나, 63, 170
마하, 70, 147
자파, 96, 176
마카, 89, 150
아다, 55, 179
타마, 46, 177
다아, 82, 171
자나, 93, 154
타자, 55, 178
사마, 70, 197
타카, 65, 193
나자, 45, 172
하하, 59, 173
사카, 62, 151
자나, 93, 177
라아, 95, 145
바사, 82, 167
마바, 60, 167
사카, 92, 140
카가, 59, 150
자아, 70, 187
하타, 87, 165
바타, 69, 168
라파, 82, 187
마아, 81, 152
사타, 90, 153
파타, 72, 170
차자, 86, 168
다사, 92, 195
아가, 94, 161
자라, 43, 171
타마, 55, 168
다자, 75, 141
카가, 98, 195
사나, 71, 173
아나, 48, 147
사가, 73, 168
라아, 52, 194
가바, 95, 179
파라, 42, 155
아아, 59, 174
아카, 88, 165
파사, 46, 190
타차, 87, 169
사하, 93, 160
자카, 41, 172
카라, 40, 159
자파, 97, 171
자하, 52, 186
타라, 68, 155
사나, 93, 172
마타, 74, 160
라나, 70, 189
차다, 46, 169
자자, 89, 188
하파, 74, 154
카파, 82, 195
사차, 80, 184
파하, 48, 161
다라, 60, 175
다바, 95, 199
나다, 66, 165
카다, 85, 187
바마, 48, 188
자자, 91, 155
파마, 74, 156
자나, 81, 177
파사, 87, 168
타자, 73, 175
타하, 62, 162
타다, 56, 150
마마, 78, 186
다라, 95, 170
다다, 61, 157
바파, 55, 195
마사, 75, 184
아가, 67, 159
아카, 91, 152
나자, 99, 147
마다, 63, 167
마다, 54, 184
자카, 66, 164
마사, 79, 157
라사, 66, 170
나타, 41, 189
라아, 97, 164
마나, 90, 149
아나, 65, 191
카바, 58, 174
바하, 83, 194
파파, 81, 166
사카, 51, 181
파자, 80, 192
차자, 50, 141
바자, 71, 171
다자, 69, 198
타다, 84, 177
타타, 52, 146
카카, 44, 164
하나, 98, 165
하바, 79, 148
나파, 74, 188
라나, 79, 167
바카, 84, 193
바바, 77, 142
차파, 96, 189
마사, 66, 165
차라, 82, 187
차바, 42, 181
타카, 91, 156
바다, 93, 155
가자, 91, 159
자파, 40, 165
파자, 74, 163
바자, 74, 158
라나, 43, 153
파바, 86, 155
나파, 72, 174
다바, 44, 196
마사, 90, 174
아타, 42, 179
파차, 75, 152
차바, 61, 174
타마, 97, 161
아사, 52, 185
바라, 81, 166
다마, 95, 191
다라, 81, 172
바타, 70, 168
다하, 97, 147
사차, 41, 194
나카, 82, 152
나하, 73, 165
차다, 60, 195
가가, 73, 143
바자, 69, 169
마마, 76, 140
다마, 80, 190
카하, 70, 175
타라, 46, 148
라사, 82, 181
사하, 43, 143
가타, 69, 150
바아, 85, 181
아하, 51, 141
바타, 88, 153
라차, 47, 186
파카, 61, 165
라라, 48, 186
하라, 71, 184
사라, 91, 182
라하, 82, 174
타바, 71, 141
가자, 56, 148
다파, 86, 159
자다, 78, 153
라카, 58, 146
마타, 40, 196
자사, 92, 182
다차, 94, 195
차자, 96, 191
다아, 69, 185
하사, 78, 192
라라, 63, 182
차가, 90, 145
타자, 89, 159
카차, 88, 175
사파, 55, 167
하차, 85, 171
사타, 75, 188
마라, 56, 144
자다, 81, 176
가가, 99, 199
자바, 72, 145
차차, 46, 168
라다, 44, 166
다아, 95, 196
타타, 90, 152
사타, 44, 196
라하, 66, 158
파마, 59, 180
아나, 41, 151
다바, 77, 143
다파, 91, 163
파타, 86, 199
사파, 86, 174
마카, 45, 189
타바, 64, 152
카카, 68, 147
마나, 64, 169
아마, 40, 159
